"gdp_for_year","percent_pop_depression","gender","years_5_14","years_15_24","years_25_34","years_35_54","years_55_74","years_75","gdp_per_capita","suicides_per_100k"
3.3569476573902324,50058.12554107801,1,0,0,1,0,0,0,1639.1622588242758,9114.722548914786
8082.836566915712,53598.69366667547,1,0,0,0,0,1,0,36985.43231219419,9585.159841762
27800.58977599507,28537.429613486667,1,0,1,0,0,0,0,32927.57392883482,10798.674222174703
572.4489034077368,21711.232549353288,0,0,0,0,0,1,0,8370.274621137025,8783.278092590612
668.9108654559616,75295.68048729889,1,0,0,0,1,0,0,9627.203590772477,5623.86400085534
35.880283088922,21918.35950936523,1,0,0,1,0,0,0,1088.8097636021919,14284.18689190634
53.717102157262715,13734.514818674132,1,0,0,0,1,0,0,23401.87627378054,1047.7921522506147
33.22727434487473,18705.7696091714,0,0,1,0,0,0,0,805.7033647631661,513.2043194696889
1344.689271079413,56186.96450528294,0,0,1,0,0,0,0,11481.272947875115,2544.638084037207
1.944131876126423,19576.242991769235,1,0,0,0,0,0,1,2601.089602778725,0.0
17.065271496508657,14766.884972566584,0,0,1,0,0,0,0,10485.245953640337,0.0
2004.773130258065,15726.750302944325,0,0,1,0,0,0,0,3631.2162472938357,700.3100609430129
101.03550907025638,5954.358465865602,0,0,0,1,0,0,0,3826.29796750224,0.0
2085.2711961497566,1626.2983275217684,1,0,1,0,0,0,0,6613.746124138587,6083.609537046937
16964.45380807406,57908.679536693286,0,0,0,0,1,0,0,42287.53142322424,2170.426601090559
1142.579512945317,16566.031475344058,0,0,1,0,0,0,0,16373.383240418394,919.4910723831925
1166.096625472438,44047.43708952639,1,1,0,0,0,0,0,17662.03281496578,347.4820913076018
263.6785522628113,22647.354998514587,1,0,0,0,0,0,1,19386.047691929485,52902.811932000426
151.68119820976378,11986.35615330897,1,0,0,1,0,0,0,4185.533818129912,12365.016572222816
76.11155068723559,59208.83971210569,0,0,0,0,0,1,0,957.1692532176588,8248.690259809688
738.9028769130996,76364.67403546772,1,0,0,0,0,0,1,10597.061085954909,36154.17513097402
65.64849641694242,39870.55974732826,0,0,0,0,0,0,1,8183.123052156605,0.0
414.9542507039023,56858.56157909155,1,0,0,0,1,0,0,6523.342400139571,24724.687266117824
2106.629546098674,33258.93897218848,0,0,0,0,0,0,1,36663.46817233805,8104.351544958837
313.3873119815451,42056.89328554287,0,0,0,1,0,0,0,3049.143147159816,5666.631027477814
771.4046445431605,18111.69304253448,0,0,1,0,0,0,0,11605.776322154463,759.1147225489148
3858.8762196683333,48265.24122322137,0,0,0,1,0,0,0,73593.38942593636,2528.6004490537794
7549.8648568847575,45970.84789687042,1,0,0,1,0,0,0,7720.795235565142,21517.16026943227
2377.3434445548137,33878.420421726994,1,0,0,0,0,1,0,42562.70767083528,17240.45760718486
314.0072844588963,42344.38989847247,0,0,0,1,0,0,0,14084.741596022237,4613.49299689939
1985.2633034972143,16819.516410931104,1,0,1,0,0,0,0,3373.486332384359,4046.829894151609
57.56006352497959,18995.610831621125,0,0,1,0,0,0,0,1854.06935710264,609.4301293702555
645.0807259256646,61066.215631066494,0,0,0,0,1,0,0,1934.956899628076,3849.0323960226665
1051.0183826773034,54202.71256482178,1,1,0,0,0,0,0,36436.66584721771,0.0
80.93318291895481,34209.900722110055,1,0,0,0,1,0,0,3908.771540273273,13567.8391959799
10.92611952357013,31513.62945256929,0,0,1,0,0,0,0,279.1413232250339,4014.7546241847535
1356.805249558625,44228.56559460633,0,1,0,0,0,0,0,20357.491217357514,90.8799315727574
2891.2069861890277,3870.2380312877754,0,0,0,0,1,0,0,11340.9092711398,2924.1954453116646
1172.457044173739,42682.78531300982,1,0,0,0,0,1,0,22263.10655744205,23762.429167112157
23.17738601365273,45545.46450127633,0,1,0,0,0,0,0,3166.509385333978,539.9337111087351
6.558383436928492,30380.94562553737,0,0,0,0,0,1,0,74.54342154304882,3239.602266652411
12560.200373087393,38930.10422234496,0,0,0,0,0,1,0,31688.091291900935,2202.5018710574145
7898.732008665152,38912.771919056955,0,0,0,0,0,0,1,25842.776821753992,2630.1721372821553
54.16150877034916,12473.055539644527,0,0,0,0,0,1,0,3067.382494984179,0.0
1700.1868601496435,53938.98851171014,0,0,0,0,0,1,0,33003.70338062347,1988.6667379450444
192.20075579321067,20165.600660764383,1,0,0,0,0,1,0,5746.980594919945,1368.5448519191702
81224.82801955409,78143.96555382793,1,0,0,0,0,0,1,41139.24552541217,19132.89853522934
1741.8936984973818,36155.006587165604,1,0,0,0,1,0,0,31812.594666180285,15364.05431412381
703.7920886021079,98484.87771377423,1,0,0,0,1,0,0,21382.06675601304,35245.37581524644
4572.808229346222,56124.34265607457,0,0,0,0,0,1,0,41302.60664070864,5158.772586335935
3.5738172532471477,13112.659081013975,0,0,1,0,0,0,0,1149.8719280576681,0.0
141.3100517719181,33825.41443941128,0,0,0,0,0,1,0,26617.55259672802,0.0
15.014836723427933,18749.6642608203,1,1,0,0,0,0,0,383.0263043116232,0.0
89153.32187419088,77819.84554662196,0,0,0,0,0,1,0,43551.59752896488,3752.8065861221
514.9043316242085,17652.624434214562,1,0,0,0,1,0,0,21085.47910008644,12717.844541858227
62.37082282084159,19007.06677180806,1,0,0,0,1,0,0,2001.5701699431409,2624.826258954346
11247.328688729414,59355.63007522635,0,0,0,0,1,0,0,28578.67899540844,2416.337004169785
328.3202386720793,19355.79033967456,0,0,0,1,0,0,0,11087.144431844315,1224.2061370683202
273.5496017460417,22188.108318585542,1,1,0,0,0,0,0,20077.556879009684,539.9337111087351
215.90968379106232,13596.509321603558,1,1,0,0,0,0,0,4306.865131918065,0.0
530.0603184770649,17363.05031917852,1,0,0,0,0,0,1,21736.54451590392,19325.35015503047
344.1784551968263,19578.587601289357,1,0,1,0,0,0,0,11594.674110435286,8633.593499411953
2872.9465847042457,58367.926216622334,1,0,0,0,0,0,1,39046.478616347216,25820.59232331872
256.42587255944443,24200.080072866902,0,0,0,0,1,0,0,2781.8970507767585,1619.8011333262054
1758.6063917060771,52144.26412055923,0,0,0,0,0,0,1,25604.079269791673,6222.602373569977
2143.1934375253622,35155.57968096097,0,1,0,0,0,0,0,38831.57151806885,0.0
1819.2973492178148,65164.97889406253,1,0,0,0,0,1,0,24213.923759526093,3742.1148294664813
66.32373891344854,60539.71724009187,1,0,0,0,0,1,0,831.0798486927146,48059.44616700524
80.86069377157871,23960.455044189956,0,0,0,1,0,0,0,371.1310774696473,2758.4732171495775
18626.954273690557,53504.90928587052,1,0,1,0,0,0,0,34059.99952419093,4447.770768737303
15.341521516175067,16881.841474124267,1,0,1,0,0,0,0,9593.103940492145,0.0
12.014993578591447,18103.650141522412,1,0,0,1,0,0,0,241.8696124535095,1929.8620763391425
2436.7522832548866,33360.67721820094,0,0,0,0,0,0,1,42844.228039428715,9301.82829038811
41.5790114673856,19898.018389455076,1,0,0,0,0,1,0,1371.9161624412177,5238.9607612530735
29.80645946875182,38370.989048299256,0,0,0,1,0,0,0,3716.068865433264,4351.544958836736
469.0192817424764,22306.407224246468,0,0,0,0,1,0,0,6811.206889715387,7799.636480273709
811.567676255427,41545.14515952397,0,0,0,0,0,1,0,34492.19276611605,839.3028974660537
1606.9360942571982,1520.6425061085981,0,1,0,0,0,0,0,4996.788288752667,604.0842510424462
189.55771657667893,47645.40363046461,1,0,0,0,1,0,0,63748.899691517116,14054.314123810542
92.16324996587805,56431.27875300014,1,0,0,0,1,0,0,1212.520122758741,36528.386613920666
1094.5905024182557,4905.190223512516,1,0,0,0,1,0,0,4135.573865393613,22677.215866566876
23.596592456088633,17994.69999534046,0,0,0,0,0,1,0,13595.451265255628,0.0
80.93318291895481,34209.900722110055,0,0,0,0,1,0,0,3908.771540273273,4624.184753555009
120.29847195360512,41531.81946744124,0,0,0,0,1,0,0,1068.9843855322322,5880.466160590185
42.47797282110798,21833.567744821008,0,0,0,0,0,0,1,1068.1913704094336,908.799315727574
227.2048529592614,24193.04624430653,1,0,0,1,0,0,0,2494.8255763237403,7377.312092376777
353.14547015934,36052.22959009993,1,0,0,0,0,1,0,4556.664895599559,20554.9021704266
9190.134125091961,62307.99799728797,0,1,0,0,0,0,0,23458.180347499227,16.037634983427775
167.05658472720927,14864.052713944877,1,0,0,0,1,0,0,3252.948033719003,16026.943226772159
222.84375170135786,6167.332110377093,0,0,0,1,0,0,0,1318.7841492137254,1031.754517267187
94.9304357310054,46675.3288611638,0,0,0,0,0,0,1,25581.87484635332,0.0
28.16080724969705,38824.62647254091,0,0,1,0,0,0,0,3609.8048389782793,4677.643536833101
1700.1868601496435,53938.98851171014,1,0,0,1,0,0,0,33003.70338062347,3779.535977761146
259.11972700378203,29560.98522272752,0,1,0,0,0,0,0,3651.8346404865943,176.41398481770554
6745.483103935712,46414.12748918141,0,0,0,0,0,1,0,7031.665093853339,4987.704479846038
1390.2319998990508,55678.24359661913,1,0,0,0,1,0,0,12373.414961023307,13076.018389821447
102.34365830018513,42302.33532011785,0,0,0,0,1,0,0,655.0304914314715,4634.876510210627
143.62938419660918,6773.339474825275,0,0,1,0,0,0,0,781.9129110792143,1614.4552549983962
184.06082123629997,22090.257969372276,0,0,0,0,1,0,0,857.2493477450615,1063.8297872340424
6304.838201370147,62697.44060644067,1,0,0,0,1,0,0,16613.666822626306,9868.491393135891
167.05658472720927,14864.052713944877,0,0,0,0,0,1,0,3252.948033719003,9301.82829038811
598.6208161923753,54603.3143281462,0,0,1,0,0,0,0,8490.019904679582,422.32438789693146
284.4740601231845,12371.910865662481,1,0,0,0,0,0,1,5499.559876606847,28846.35945685876
7002.834982065018,71845.51338193304,0,0,0,0,0,0,1,18691.366444358093,13674.756762536084
7.957114566648176,20601.43092409371,0,1,0,0,0,0,0,4210.91030205946,0.0
222.98434956303615,13310.734067562149,1,0,1,0,0,0,0,4505.911927740462,4110.980434085321
22.249479489994854,55922.290736922645,0,0,0,1,0,0,0,7077.6599709756465,9633.272746712284
3366.328776760135,57989.583404438315,1,1,0,0,0,0,0,18863.450726005343,550.6254677643536
2069.2804569539107,46196.375589825104,1,0,0,0,0,1,0,6246.580122282932,903.4534373997648
3.5738172532471477,13112.659081013975,1,1,0,0,0,0,0,1149.8719280576681,0.0
58.497465645623734,29547.303387426542,0,0,0,1,0,0,0,1533.6912474920896,4201.860365658077
1019.1302858180584,50102.07954992994,0,0,0,1,0,0,0,29809.438465991545,2448.4122741366405
423.8945489103457,35328.99174964556,0,1,0,0,0,0,0,5469.425301940508,342.13621297979256
4821.3429755069665,47692.355178070124,1,0,1,0,0,0,0,9849.247825156026,1528.921201753448
14.171637514375101,22231.231326594905,1,0,0,0,0,0,1,372.71710771524414,0.0
21.250436020386143,45385.76394649423,1,0,1,0,0,0,0,3083.242797440147,10713.140168929755
8293.271197163265,68117.58424493631,0,0,0,0,1,0,0,21363.034393065875,6719.7690580562385
211.85120117137822,32140.26344507426,1,0,1,0,0,0,0,2949.223241687219,13412.80872447343
99.04587510624667,18027.49485002067,0,0,0,0,0,0,1,1820.7627219451074,18630.385972415268
64.57989609541399,12245.361308778842,0,0,1,0,0,0,0,3517.0220696108677,208.4892547845611
139.2109161475361,33654.19858723921,1,0,0,0,0,0,1,25555.705347300973,8152.46444990912
1313.254857648924,78100.10058078055,1,1,0,0,0,0,0,18574.000206183933,96.22580990056666
46.47758583875043,21437.358414521623,0,0,0,0,0,0,1,1160.9741397768455,0.0
10155.109215507111,64092.39423510973,0,0,0,0,0,1,0,25697.655054281884,7088.634662675077
164.37390092224317,41513.32969869393,1,1,0,0,0,0,0,12381.34511225129,294.0233080295092
26241.583417262944,27555.12726035939,1,0,0,0,0,0,1,31055.26522390782,23158.34491606971
758.4701487416357,46096.35870270084,1,0,0,0,1,0,0,2586.0223154455557,529.2419544531166
1198.5199721746599,4505.656889842825,0,0,0,1,0,0,0,4545.562683880382,1577.0341067037314
32.34511956173857,27565.633485297665,1,0,0,1,0,0,0,810.4614554999564,11167.539826793542
69.79174299464376,34425.486083555355,0,0,1,0,0,0,0,1020.6104630415302,566.6631027477814
5153.585888533791,47212.867691904066,0,0,0,0,0,0,1,10244.962371432423,860.6864107772907
63.705794969089254,21135.289608245428,0,0,0,0,0,1,0,1544.7934592112672,1106.5968138565165
1079.2769714616502,51965.509903600934,0,1,0,0,0,0,0,920.6905575689328,523.8960761253073
378.8734112776854,35774.08173664931,0,0,0,0,1,0,0,4891.31727742048,2977.654228589757
701.3153070275404,40102.527696812904,0,0,1,0,0,0,0,30032.275715497894,3079.225916818133
36.872255066699275,42726.05671402679,1,0,0,1,0,0,0,22544.62692603548,20367.796428953276
2288.570001197904,78940.00500381221,0,1,0,0,0,0,0,18213.97134043346,42.76702662247407
73.67187369328362,39180.08708295258,0,0,0,0,1,0,0,3340.179697226826,4447.770768737303
387.7403866620584,9490.593515641069,0,0,0,1,0,0,0,10715.22033925187,0.0
21569.488825494464,27343.607867322404,0,0,1,0,0,0,0,26224.21709582002,2533.9463273815886
136.65815365503042,23322.66189751326,0,0,1,0,0,0,0,3348.9028635776085,2683.630920560248
676.2681130261841,18136.83081802239,1,1,0,0,0,0,0,10179.142116240157,213.83513311237036
211.85120117137822,32140.26344507426,0,0,1,0,0,0,0,2949.223241687219,3063.1882818347053
490.88106046957023,50253.08427446652,0,0,0,0,0,1,0,22619.17034757853,5142.734951352507
26.426903286527487,18958.067400697626,0,0,0,0,0,0,1,794.6011530439886,1144.0179621511813
16.12710118545788,14878.624907291469,1,0,0,0,0,1,0,10168.03990452098,0.0
21.095708381171775,13176.586788689248,0,0,0,0,1,0,0,5370.298411590709,6211.910616914359
47.68356086059245,35757.046219376505,1,1,0,0,0,0,0,18045.852134400204,0.0
435.64189812800805,24241.541079191116,1,0,0,0,0,1,0,4428.989460829018,5982.037848818561
111.35990324757415,34932.51531193249,0,0,0,0,0,1,0,5283.859763205684,4447.770768737303
127.05356715004295,34131.63824990035,1,0,0,1,0,0,0,22817.424128278126,6238.640008553405
900.5390586089859,53573.52621258604,1,0,0,1,0,0,0,31599.273598147516,12365.016572222816
16.429190226536694,11934.24052903888,1,1,0,0,0,0,0,203.80488655918668,0.0
703.7377679119721,18197.612593936483,0,0,0,0,0,1,0,10526.482740025853,8713.781674329091
848.9255434238173,49350.468966421926,1,0,0,0,1,0,0,29407.379798732763,11162.193948465732
13.1939791072165,30226.14204000616,0,0,0,1,0,0,0,2770.0018239347824,882.0699240885277
265.1798430947985,39264.19623966183,0,0,0,0,0,0,1,14516.93483794736,0.0
1094.902072956173,44878.61600371101,1,0,0,0,0,1,0,4233.907740620613,10435.154495883673
47.769060162018135,2345.262449357176,1,0,0,0,1,0,0,2366.357126430401,0.0
14.68988026665836,37936.96917966268,1,0,0,0,1,0,0,6759.660906733491,5089.276168074414
2632.4998721667357,3574.431409932419,0,0,0,1,0,0,0,10290.95724855473,1293.7025553298406
15.686856207572877,23071.64028585242,1,0,1,0,0,0,0,557.4896313272694,6099.647172030364
2.9533169888721895,20389.614745041523,0,0,0,0,1,0,0,2983.32289196755,0.0
56756.22602162543,77864.68991351953,0,0,1,0,0,0,0,30901.42029008493,1593.0717416871591
540.2646188194154,25251.47421033403,1,0,0,0,0,0,1,1300.5448013893624,6329.5199401261625
15.673190068285862,11782.820304081015,1,0,0,1,0,0,0,178.42840262963816,1074.521543889661
104.59008901986516,39741.220401901686,0,0,0,0,0,1,0,1368.7441019500243,261.94803806265367
77.8306196778395,12296.794325213961,0,1,0,0,0,0,0,4203.773165954275,636.1595210093018
895.4197534969948,7930.83461272838,0,0,0,0,1,0,0,3048.350132037018,855.3405324494814
6987.569328715266,38360.3641089549,1,0,0,0,0,1,0,18220.31546141585,8457.179514594247
1582.545873541135,46956.88975378929,0,1,0,0,0,0,0,5013.441606331433,42.76702662247407
24.450896709852287,45219.771528189776,0,0,0,0,0,1,0,3302.1149713325035,2432.3746391532127
12.425059366981644,32089.45367927107,0,0,0,0,1,0,0,5991.229252741849,0.0
208.60954613545954,41863.27008922278,0,0,0,0,1,0,0,13811.94439377959,946.2204640222388
1404.3686118954809,45562.91551897041,1,0,0,1,0,0,0,20902.29260672001,18641.077729070887
551.7982169303721,8914.709931736248,0,1,0,0,0,0,0,15288.538552430195,192.45161980113332
338.65239444827205,18775.603358549262,0,0,0,0,0,0,1,13733.435896622548,491.82080615845183
288.54881760819035,58791.38050311759,1,0,0,0,0,0,1,11478.100887383922,11103.38928685983
718.8440400383909,18853.183222923988,1,0,1,0,0,0,0,10662.881341147176,9248.369507110017
66.04391502686998,15523.362846723972,1,0,0,0,0,1,0,3430.583421225843,5201.539612958409
189.25500848667969,20181.3599981718,0,0,0,1,0,0,0,8153.781492613064,572.0089810755907
3.9481111485045703,36423.24178770837,1,0,0,0,0,1,0,2867.5426840389846,0.0
226.2750179106375,35776.54506057551,0,1,0,0,0,0,0,2386.1825045003607,197.79749812894258
15.93542497783202,44825.96616461355,1,0,0,0,1,0,0,2497.204621692136,21148.294664813428
20735.559266995653,52966.36138267856,0,0,0,0,0,1,0,37823.649296992095,4266.010905591788
143.01743829054067,15211.618816352078,0,0,0,0,0,1,0,2750.1764458648227,10130.439431198545
1344.689271079413,56186.96450528294,1,1,0,0,0,0,0,11481.272947875115,379.5573612744574
75.8202114057708,16806.96236248791,1,0,0,0,0,1,0,1271.203241845822,21308.671014647705
180.53506744144477,12031.556663424773,1,0,0,1,0,0,0,3109.412296492494,657.5430343205388
5835.775693938304,18332.323766238274,0,0,0,0,1,0,0,7723.967296056336,887.415802416337
100000.0,78724.24157075779,0,0,0,0,0,1,0,47688.75742460409,4372.9284721479735
81.42879823951287,49240.509747788274,1,1,0,0,0,0,0,514.6668146961563,1063.8297872340424
98.25931102037512,15780.498250298047,1,0,0,0,1,0,0,4536.839517529599,6276.06115684807
85.05918578837282,43829.269689748806,1,1,0,0,0,0,0,524.182996169737,566.6631027477814
0.5960821304211152,17277.635304002368,1,0,1,0,0,0,0,1975.400670890794,0.0
1770.9602976318663,33847.34692593497,1,0,0,0,0,0,1,48859.24774585451,22784.13343312306
8.227544840871923,31442.1633801078,1,0,0,1,0,0,0,164.9471455420655,13156.206564738586
859.9467925284256,50578.65853314699,0,0,1,0,0,0,0,25204.399647901286,2010.0502512562814
1153.7603947912005,16378.01753471135,0,0,1,0,0,0,0,16512.160886908114,1432.6953918528814
10.92611952357013,31513.62945256929,1,0,0,0,0,0,1,279.1413232250339,32540.36138137496
979.970728001915,5950.678319277053,0,0,0,0,0,1,0,7279.878827289236,2795.8943654442423
255.92905145273474,60345.263042929204,1,0,1,0,0,0,0,11118.072021633452,20806.158451833635
1612.2869412368054,55004.36127049344,1,0,1,0,0,0,0,31899.82632968811,2571.3674756762534
1196.7139283835515,40426.91481143255,0,0,0,1,0,0,0,22577.93356119301,3121.992943440607
522.5188949459174,75955.67322791296,0,1,0,0,0,0,0,7808.819914195764,85.53405324494814
983.9665532838554,38533.004533999956,1,0,0,1,0,0,0,27901.444080538615,8911.579172458034
4.771450219205471,14017.55964137565,0,0,0,0,1,0,0,84.05960301662952,759.1147225489148
128.4720512293972,49237.03735141037,0,1,0,0,0,0,0,44593.619400321964,0.0
310.30682171350117,19077.79087923154,0,1,0,0,0,0,0,10865.100197460766,256.60215973484446
1454.6579669534124,71490.64634355178,1,0,0,0,0,0,1,24523.199657417466,19512.455896503794
1434.1076708802168,47724.3783891108,1,0,0,0,0,1,0,21187.77805092743,18512.776649203464
47.68356086059245,35757.046219376505,1,0,1,0,0,0,0,18045.852134400204,1822.9445097829573
6608.3237400986945,40465.704743619914,0,0,1,0,0,0,0,21298.007152996408,1154.7097188067999
0.5960821304211152,17277.635304002368,0,0,1,0,0,0,0,1975.400670890794,0.0
104.63885145928802,34540.4906644475,0,0,1,0,0,0,0,4999.167334121062,3683.3101678605794
3057.4792664963393,49938.105276528884,1,1,0,0,0,0,0,60230.29159166065,128.3010798674222
310.30682171350117,19077.79087923154,0,0,0,0,0,0,1,10865.100197460766,10590.184967390142
277.26277775873217,22317.358628207552,0,1,0,0,0,0,0,8908.731889517134,454.399657863787
122.78515189271077,26169.49271256779,0,0,0,0,0,1,0,2945.258166073227,1443.3871485084999
1051.0183826773034,54202.71256482178,0,0,0,0,0,1,0,36436.66584721771,2266.6524109911256
141.3100517719181,33825.41443941128,1,1,0,0,0,0,0,26617.55259672802,0.0
190.69174867045587,41753.993478424105,1,0,1,0,0,0,0,13374.200045994878,620.121886025874
738.7408983376665,99861.93514572638,1,0,0,0,0,0,1,22059.301670882865,29364.90965465626
415.59152002860696,62402.197878514206,0,0,1,0,0,0,0,3930.975963711628,2165.0807227627497
1042.9241538077895,29222.174307768877,0,0,0,1,0,0,0,2254.541994115828,1812.2527531273388
3.272001854373473,49645.50394413775,1,1,0,0,0,0,0,1635.9901983330822,1053.138030578424
171.94608435375207,41072.33535870003,1,1,0,0,0,0,0,15721.524809478116,0.0
262.2122153718932,62212.67032920395,1,0,0,0,0,1,0,12226.707163305604,38335.2934887202
1948.2174238448138,34194.853671139135,0,0,0,0,1,0,0,54080.45931435913,5271.036031219929
906.7403644698859,39621.25949455561,0,0,0,0,0,1,0,55262.05184732873,0.0
3325.1144933993255,41145.107289628424,0,0,0,1,0,0,0,3361.5911055423826,1117.288570512135
48.948171101939174,16632.18507813337,0,1,0,0,0,0,0,2470.2421075169905,0.0
284.1268925615619,21995.138051498903,0,1,0,0,0,0,0,1358.434905353645,331.44445632417404
1353.9119758504469,63766.07801139124,0,1,0,0,0,0,0,18285.34270148532,101.57168822837592
745.615406378836,60461.57348228826,0,0,1,0,0,0,0,17380.51244637235,1069.1756655618517
33.087895933522695,14687.494713499103,0,0,0,1,0,0,0,19420.147342209817,0.0
1552.8009311193002,28687.15815815786,1,0,0,1,0,0,0,3556.672825750787,7056.559392708222
1678.3183605194447,37863.69271250843,0,0,0,0,0,1,0,65740.95367998668,4169.785095691222
490.71297559192175,99760.7311145413,1,0,0,0,0,0,1,14730.255905980128,35961.72351117289
7170.758745021861,47664.872793062095,0,0,0,0,1,0,0,7447.998033322496,5196.1937346305995
1418.8627943219155,43435.167540157374,0,1,0,0,0,0,0,6405.18314684261,181.7598631455148
17.536288179145036,17240.477694898633,1,0,0,1,0,0,0,10733.459687076233,0.0
