,Country,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%)
1865,Romania,2007,0.196782,0.748741,0.172569,3.232588,0.446362,2.339504,1.764712
1866,Romania,2008,0.197356,0.749117,0.176791,3.233547,0.446729,2.334845,1.748436
1867,Romania,2009,0.197901,0.749478,0.180617,3.234495,0.4472,2.332176,1.734348
1868,Romania,2010,0.198337,0.749788,0.183693,3.235208,0.44804,2.331447,1.725279
1869,Romania,2011,0.198702,0.750042,0.186349,3.235325,0.448903,2.331149,1.719628
1870,Romania,2012,0.199097,0.750322,0.188991,3.234833,0.450247,2.334267,1.7142
1871,Romania,2013,0.19951,0.750614,0.191909,3.233888,0.451057,2.335909,1.708826
1872,Romania,2014,0.199936,0.750922,0.194278,3.232604,0.453091,2.340368,1.703686
1873,Romania,2015,0.200363,0.751224,0.196733,3.230996,0.454763,2.343899,1.698824
1874,Romania,2016,0.200786,0.751527,0.198926,3.229223,0.455681,2.350485,1.6943
1877,Russia,1991,0.19107,0.668971,0.217068,2.932804,0.880876,3.80394,4.903786
1878,Russia,1992,0.19084,0.669003,0.214702,2.934767,0.893721,3.827052,4.946846
1879,Russia,1993,0.190583,0.669137,0.212159,2.936804,0.906819,3.848158,4.989495
1880,Russia,1994,0.190315,0.669345,0.20948,2.93853,0.919751,3.865413,5.029295
1881,Russia,1995,0.19005,0.669571,0.206664,2.939453,0.932463,3.878445,5.065327
1882,Russia,1996,0.189602,0.669819,0.203001,2.938742,0.947736,3.887354,5.12225
1883,Russia,1997,0.188907,0.670106,0.198212,2.936581,0.966169,3.892783,5.20821
1884,Russia,1998,0.188162,0.670431,0.193494,2.934249,0.984359,3.89555,5.297827
1885,Russia,1999,0.187576,0.670755,0.189839,2.932427,0.999237,3.894337,5.367187
1886,Russia,2000,0.187355,0.671036,0.188517,2.932009,1.007843,3.889153,5.392886
1887,Russia,2001,0.18746,0.671258,0.189185,2.933424,1.01237,3.877015,5.365827
1888,Russia,2002,0.187702,0.67148,0.190688,2.936289,1.016995,3.858251,5.305398
1889,Russia,2003,0.188046,0.671743,0.192619,2.940104,1.021008,3.836639,5.230734
1890,Russia,2004,0.18846,0.672022,0.194939,2.943543,1.024191,3.814647,5.162842
1891,Russia,2005,0.188916,0.672312,0.197267,2.945587,1.026551,3.795195,5.122568
1892,Russia,2006,0.18985,0.672616,0.200312,2.946496,1.028638,3.774185,5.141971
1893,Russia,2007,0.191439,0.672938,0.20435,2.947266,1.031413,3.74943,5.215338
1894,Russia,2008,0.19325,0.673295,0.208899,2.94843,1.033767,3.726029,5.3038
1895,Russia,2009,0.194852,0.673637,0.21315,2.949555,1.034856,3.707287,5.371662
1896,Russia,2010,0.195816,0.673932,0.216506,2.9504,1.034102,3.696877,5.383425
1897,Russia,2011,0.196308,0.674184,0.219161,2.950615,1.0291,3.692264,5.347994
1898,Russia,2012,0.196776,0.674421,0.221645,2.950064,1.018926,3.688497,5.297207
1899,Russia,2013,0.197215,0.674716,0.224186,2.949578,1.00397,3.687463,5.226821
1900,Russia,2014,0.197612,0.67505,0.2265,2.948965,0.984458,3.688919,5.135758
1901,Russia,2015,0.197955,0.675406,0.228643,2.948065,0.96125,3.692351,5.023229
1902,Russia,2016,0.198225,0.675754,0.230686,2.946767,0.934693,3.698973,4.887594
1905,Serbia,1991,0.196246,0.693313,0.163906,3.387435,0.436569,2.757359,1.941735
1906,Serbia,1992,0.195905,0.693303,0.160263,3.388466,0.436554,2.765367,1.936819
1907,Serbia,1993,0.195616,0.693302,0.157026,3.389068,0.436606,2.771054,1.932361
1908,Serbia,1994,0.195398,0.693311,0.154679,3.389558,0.43586,2.7733,1.927519
1909,Serbia,1995,0.195261,0.693318,0.153619,3.389946,0.435719,2.773697,1.922679
1910,Serbia,1996,0.195159,0.69331,0.153299,3.38963,0.437811,2.77086,1.913985
1911,Serbia,1997,0.195033,0.693211,0.153372,3.387885,0.441867,2.761353,1.900142
1912,Serbia,1998,0.194924,0.693159,0.153154,3.38599,0.446792,2.750819,1.886851
1913,Serbia,1999,0.194854,0.69311,0.15296,3.384477,0.450752,2.738137,1.876636
1914,Serbia,2000,0.194873,0.693188,0.15278,3.384633,0.454876,2.727369,1.87381
1915,Serbia,2001,0.194992,0.693297,0.153578,3.38636,0.456262,2.716068,1.883881
1916,Serbia,2002,0.195206,0.693387,0.155397,3.389389,0.457699,2.700769,1.903037
1917,Serbia,2003,0.195477,0.693482,0.157715,3.392958,0.460305,2.684733,1.925659
1918,Serbia,2004,0.195763,0.693629,0.160631,3.396348,0.461658,2.669606,1.94695
1919,Serbia,2005,0.196026,0.693881,0.163412,3.398838,0.462847,2.65594,1.961927
1920,Serbia,2006,0.196353,0.694267,0.165797,3.400738,0.463488,2.644229,1.974473
1921,Serbia,2007,0.196811,0.694795,0.168795,3.402799,0.461531,2.631312,1.990449
1922,Serbia,2008,0.19731,0.695355,0.171589,3.404653,0.458344,2.619175,2.006558
1923,Serbia,2009,0.197763,0.695859,0.174636,3.406051,0.455231,2.609186,2.019433
1924,Serbia,2010,0.198084,0.696228,0.177051,3.406741,0.454886,2.60152,2.025871
1925,Serbia,2011,0.198333,0.696539,0.17836,3.406993,0.45417,2.596686,2.027911
1926,Serbia,2012,0.198617,0.6969,0.180229,3.407053,0.452949,2.591891,2.029474
1927,Serbia,2013,0.198925,0.697301,0.18211,3.406865,0.452227,2.586581,2.030232
1928,Serbia,2014,0.199253,0.697745,0.183528,3.40659,0.450108,2.581376,2.029887
1929,Serbia,2015,0.199589,0.698199,0.185056,3.406153,0.447539,2.577638,2.027863
1930,Serbia,2016,0.199932,0.698684,0.186224,3.405636,0.444604,2.574493,2.02404
1933,Singapore,1991,0.2639,0.717891,0.380503,3.601958,0.871673,3.95624,0.479715
1934,Singapore,1992,0.264229,0.718825,0.386527,3.606707,0.872894,3.981979,0.480994
1935,Singapore,1993,0.264592,0.71969,0.393371,3.611591,0.873807,4.000174,0.482162
1936,Singapore,1994,0.264972,0.720521,0.399914,3.61659,0.874224,4.008024,0.483176
1937,Singapore,1995,0.265347,0.721299,0.406909,3.621448,0.875253,4.000114,0.483978
1938,Singapore,1996,0.266015,0.722455,0.41334,3.627898,0.87663,3.982002,0.485167
1939,Singapore,1997,0.267138,0.72419,0.420356,3.637153,0.880213,3.965194,0.487013
1940,Singapore,1998,0.268427,0.726103,0.427768,3.64758,0.882298,3.945363,0.488932
1941,Singapore,1999,0.269586,0.727761,0.434899,3.65695,0.885081,3.921154,0.490438
1942,Singapore,2000,0.270336,0.728755,0.440829,3.663336,0.88601,3.894925,0.491085
1943,Singapore,2001,0.270823,0.729245,0.445971,3.667297,0.887601,3.836638,0.488818
1944,Singapore,2002,0.271344,0.729673,0.451158,3.671236,0.888123,3.742717,0.483248
1945,Singapore,2003,0.271844,0.730037,0.456707,3.675672,0.888655,3.63728,0.476457
1946,Singapore,2004,0.272284,0.730365,0.46224,3.68038,0.890016,3.54791,0.470782
1947,Singapore,2005,0.272575,0.730523,0.468541,3.684884,0.890601,3.494622,0.468378
1948,Singapore,2006,0.272688,0.730728,0.474917,3.690104,0.892023,3.472043,0.468699
1949,Singapore,2007,0.27266,0.731087,0.483169,3.696331,0.895746,3.450938,0.4695
1950,Singapore,2008,0.27257,0.731485,0.491488,3.703338,0.899624,3.434851,0.470369
1951,Singapore,2009,0.272513,0.73183,0.500104,3.710013,0.903514,3.422751,0.47119
1952,Singapore,2010,0.272571,0.731992,0.507886,3.714978,0.905922,3.417825,0.471783
1953,Singapore,2011,0.272712,0.731969,0.51479,3.71891,0.90722,3.41716,0.472637
1954,Singapore,2012,0.27286,0.731865,0.521609,3.72263,0.908718,3.417503,0.474361
1955,Singapore,2013,0.273013,0.731693,0.528682,3.725906,0.90987,3.419186,0.47667
1956,Singapore,2014,0.273208,0.731506,0.535816,3.72849,0.910808,3.421481,0.479608
1957,Singapore,2015,0.273445,0.731293,0.542395,3.729619,0.912167,3.42572,0.483159
1958,Singapore,2016,0.273738,0.73101,0.547688,3.730091,0.913157,3.42996,0.487148
1961,Slovakia,1991,0.201171,0.705894,0.187083,3.425002,0.669526,2.541668,2.308114
1962,Slovakia,1992,0.201214,0.706161,0.185779,3.426587,0.672156,2.547234,2.306987
1963,Slovakia,1993,0.201276,0.706406,0.184607,3.42789,0.673672,2.549044,2.304433
1964,Slovakia,1994,0.201349,0.706621,0.183663,3.428797,0.677086,2.550926,2.301733
1965,Slovakia,1995,0.201427,0.706799,0.183653,3.429498,0.679247,2.549661,2.300062
1966,Slovakia,1996,0.201563,0.706976,0.184227,3.429944,0.685799,2.547267,2.290966
1967,Slovakia,1997,0.201788,0.707181,0.185225,3.430064,0.697502,2.538367,2.270578
1968,Slovakia,1998,0.202047,0.70738,0.186769,3.430101,0.710456,2.530583,2.246699
1969,Slovakia,1999,0.202301,0.707599,0.188571,3.430432,0.721867,2.522068,2.227545
1970,Slovakia,2000,0.202493,0.707778,0.189741,3.431075,0.726283,2.51264,2.221297
1971,Slovakia,2001,0.202684,0.707957,0.191526,3.433247,0.72611,2.505618,2.233575
1972,Slovakia,2002,0.202945,0.708162,0.193412,3.437104,0.722951,2.497497,2.25914
1973,Slovakia,2003,0.203245,0.708375,0.195561,3.441469,0.719453,2.488252,2.290017
1974,Slovakia,2004,0.203562,0.708609,0.197943,3.445159,0.716192,2.479952,2.318468
1975,Slovakia,2005,0.203867,0.70885,0.20024,3.447054,0.714516,2.470542,2.336509
1976,Slovakia,2006,0.20428,0.709121,0.203527,3.447798,0.713043,2.463174,2.35019
1977,Slovakia,2007,0.204874,0.709462,0.207329,3.448773,0.709342,2.453485,2.368683
1978,Slovakia,2008,0.205529,0.709835,0.211515,3.449877,0.705145,2.44377,2.388237
1979,Slovakia,2009,0.206123,0.71018,0.215583,3.450786,0.701324,2.434655,2.405223
1980,Slovakia,2010,0.206538,0.710475,0.219097,3.451354,0.699067,2.42896,2.416104
1981,Slovakia,2011,0.206823,0.710717,0.221885,3.451334,0.69836,2.423223,2.423856
1982,Slovakia,2012,0.207117,0.710982,0.224756,3.450874,0.696327,2.417848,2.433822
1983,Slovakia,2013,0.207415,0.711271,0.227514,3.450103,0.693418,2.41266,2.44552
1984,Slovakia,2014,0.207701,0.711564,0.229772,3.449012,0.68989,2.408812,2.458422
1985,Slovakia,2015,0.207971,0.711868,0.232232,3.447717,0.686567,2.406614,2.47214
1986,Slovakia,2016,0.208214,0.712163,0.233693,3.446144,0.682712,2.403851,2.486322
1989,Slovenia,1991,0.207664,0.722942,0.206987,3.468249,0.792253,3.413966,2.071287
1990,Slovenia,1992,0.207578,0.723152,0.20531,3.468477,0.795822,3.428773,2.083654
1991,Slovenia,1993,0.207533,0.723306,0.204201,3.468187,0.801285,3.436858,2.093124
1992,Slovenia,1994,0.207527,0.723414,0.203704,3.467719,0.80695,3.443496,2.100317
1993,Slovenia,1995,0.207571,0.723513,0.203537,3.467126,0.813061,3.442244,2.106204
1994,Slovenia,1996,0.207672,0.723482,0.204165,3.46553,0.821684,3.431638,2.104532
1995,Slovenia,1997,0.207829,0.723295,0.205846,3.462842,0.833055,3.40678,2.093509
1996,Slovenia,1998,0.208011,0.723018,0.207497,3.459423,0.84463,3.376194,2.079544
1997,Slovenia,1999,0.208204,0.722808,0.209418,3.456515,0.855038,3.340322,2.069204
1998,Slovenia,2000,0.208368,0.72271,0.211869,3.454726,0.862959,3.308671,2.068849
1999,Slovenia,2001,0.208591,0.722774,0.213851,3.455356,0.867363,3.281003,2.085905
2000,Slovenia,2002,0.20892,0.722935,0.216385,3.45805,0.872967,3.249386,2.11768
2001,Slovenia,2003,0.209287,0.723117,0.218478,3.461146,0.878903,3.217147,2.154691
2002,Slovenia,2004,0.20963,0.723285,0.220881,3.463564,0.884212,3.183512,2.187252
2003,Slovenia,2005,0.209894,0.723421,0.223021,3.46414,0.888877,3.148225,2.205821
2004,Slovenia,2006,0.210165,0.72355,0.22583,3.463427,0.894111,3.112146,2.211551
2005,Slovenia,2007,0.210521,0.723719,0.228352,3.462663,0.899339,3.067843,2.213872
2006,Slovenia,2008,0.210895,0.723903,0.230855,3.461681,0.905511,3.024947,2.214458
2007,Slovenia,2009,0.211214,0.724087,0.233288,3.460681,0.910684,2.989215,2.214541
2008,Slovenia,2010,0.211408,0.724253,0.234407,3.459694,0.912127,2.960118,2.215589
2009,Slovenia,2011,0.211505,0.724367,0.235433,3.458471,0.912003,2.940982,2.217706
2010,Slovenia,2012,0.2116,0.724505,0.2362,3.45722,0.911962,2.923721,2.220577
2011,Slovenia,2013,0.211688,0.724665,0.237059,3.455844,0.911443,2.906482,2.224285
2012,Slovenia,2014,0.21176,0.724832,0.237867,3.454426,0.910641,2.891008,2.228742
2013,Slovenia,2015,0.211816,0.725026,0.238706,3.45308,0.909888,2.879148,2.233922
2014,Slovenia,2016,0.211838,0.725195,0.239438,3.451553,0.907816,2.86876,2.239801
2017,South Africa,1991,0.177554,0.626774,0.196632,3.951785,1.237087,3.746342,1.686588
2018,South Africa,1992,0.177426,0.627076,0.195428,3.953457,1.258016,3.734962,1.707919
2019,South Africa,1993,0.177312,0.627342,0.194407,3.956294,1.274053,3.725612,1.723059
2020,South Africa,1994,0.177222,0.627563,0.193771,3.959837,1.285163,3.717603,1.732195
2021,South Africa,1995,0.177161,0.627718,0.193614,3.963651,1.290557,3.712991,1.735339
2022,South Africa,1996,0.17707,0.627844,0.193563,3.97555,1.287894,3.708842,1.725429
2023,South Africa,1997,0.176927,0.627972,0.193627,3.998297,1.276959,3.70284,1.702054
2024,South Africa,1998,0.176789,0.628128,0.193827,4.024977,1.262135,3.69658,1.672798
2025,South Africa,1999,0.17671,0.628328,0.193954,4.048522,1.245259,3.694011,1.645022
2026,South Africa,2000,0.17675,0.628601,0.194621,4.0619,1.230915,3.695491,1.62615
2027,South Africa,2001,0.176979,0.629007,0.19536,4.068359,1.211869,3.705861,1.612709
2028,South Africa,2002,0.177377,0.629548,0.196791,4.074921,1.183383,3.724658,1.598237
2029,South Africa,2003,0.17786,0.630172,0.198786,4.080827,1.150836,3.744977,1.584707
2030,South Africa,2004,0.178339,0.630817,0.200681,4.085163,1.12092,3.760944,1.574012
2031,South Africa,2005,0.178724,0.631414,0.202212,4.087007,1.099255,3.767504,1.568058
2032,South Africa,2006,0.179097,0.632076,0.203955,4.077848,1.086035,3.760696,1.576554
2033,South Africa,2007,0.179562,0.632909,0.205882,4.05558,1.074658,3.744696,1.600888
2034,South Africa,2008,0.180049,0.633793,0.20801,4.028786,1.063911,3.725575,1.630654
2035,South Africa,2009,0.180478,0.634574,0.20983,4.00583,1.053356,3.708589,1.655148
2036,South Africa,2010,0.18077,0.635103,0.210795,3.995125,1.042054,3.69995,1.663579
2037,South Africa,2011,0.180965,0.63543,0.211382,3.99337,1.028783,3.699571,1.658581
2038,South Africa,2012,0.181158,0.635726,0.212119,3.99189,1.014194,3.700294,1.649823
2039,South Africa,2013,0.181346,0.635993,0.212749,3.990827,0.997568,3.703193,1.637364
2040,South Africa,2014,0.181524,0.636221,0.21367,3.990247,0.980084,3.70879,1.621201
2041,South Africa,2015,0.181686,0.636405,0.214094,3.990262,0.961406,3.717595,1.601342
2042,South Africa,2016,0.181825,0.636533,0.21441,3.991029,0.941842,3.729763,1.577801
2045,Spain,1991,0.279954,0.956914,0.582375,5.077642,1.161271,3.789711,0.820276
2046,Spain,1992,0.280331,0.958117,0.590314,5.083708,1.163508,3.724554,0.819173
2047,Spain,1993,0.280663,0.959197,0.597923,5.089085,1.167541,3.669752,0.818741
2048,Spain,1994,0.280945,0.960107,0.604526,5.093438,1.174702,3.631979,0.818897
2049,Spain,1995,0.281177,0.960854,0.611023,5.096872,1.182115,3.613517,0.819615
2050,Spain,1996,0.281255,0.961072,0.61661,5.088122,1.19815,3.59628,0.821655
2051,Spain,1997,0.281135,0.960627,0.622586,5.062915,1.23001,3.563349,0.825072
2052,Spain,1998,0.28092,0.959808,0.628657,5.031104,1.269936,3.525654,0.829022
2053,Spain,1999,0.280698,0.958877,0.635242,5.002221,1.308583,3.489747,0.83252
2054,Spain,2000,0.280597,0.958227,0.641094,4.986628,1.33842,3.46722,0.83473
2055,Spain,2001,0.280577,0.960069,0.646348,4.988012,1.360571,3.448446,0.835681
2056,Spain,2002,0.280545,0.965089,0.651692,5.001947,1.384033,3.422318,0.836221
2057,Spain,2003,0.280515,0.97123,0.657759,5.02446,1.4029,3.395532,0.836631
2058,Spain,2004,0.280481,0.976321,0.664298,5.05065,1.418556,3.37311,0.837303
2059,Spain,2005,0.280452,0.978228,0.670521,5.076251,1.428014,3.358963,0.838729
2060,Spain,2006,0.280388,0.97779,0.67939,5.111356,1.428885,3.362961,0.846888
2061,Spain,2007,0.280272,0.977331,0.69088,5.161165,1.422732,3.386968,0.863536
2062,Spain,2008,0.280144,0.976919,0.702688,5.21275,1.414858,3.416201,0.882636
2063,Spain,2009,0.280047,0.976659,0.712882,5.253633,1.408406,3.441262,0.898174
2064,Spain,2010,0.28001,0.976577,0.719542,5.271059,1.40864,3.454534,0.904203
2065,Spain,2011,0.280047,0.976612,0.723788,5.272378,1.412485,3.46059,0.903373
2066,Spain,2012,0.280139,0.976649,0.726458,5.274071,1.417659,3.470575,0.902213
2067,Spain,2013,0.280297,0.976705,0.729313,5.275748,1.42612,3.480882,0.900545
2068,Spain,2014,0.280512,0.976732,0.732196,5.277069,1.43511,3.49155,0.898279
2069,Spain,2015,0.280801,0.976793,0.733379,5.278341,1.446569,3.506859,0.895117
2070,Spain,2016,0.281139,0.976831,0.733354,5.279232,1.456723,3.522661,0.890794
2073,Sri Lanka,1991,0.217938,0.552623,0.107457,3.232584,0.657393,3.780434,1.007706
2074,Sri Lanka,1992,0.218569,0.553419,0.108438,3.237916,0.657133,3.81467,1.033143
2075,Sri Lanka,1993,0.219219,0.554206,0.109485,3.243452,0.656509,3.838096,1.055281
2076,Sri Lanka,1994,0.219854,0.554957,0.110951,3.249136,0.656967,3.853167,1.072961
2077,Sri Lanka,1995,0.220423,0.55562,0.11242,3.254951,0.656881,3.857782,1.08472
2078,Sri Lanka,1996,0.221146,0.556278,0.114277,3.261862,0.658375,3.844468,1.093025
2079,Sri Lanka,1997,0.222132,0.556966,0.115644,3.270035,0.660401,3.80252,1.1006
2080,Sri Lanka,1998,0.223221,0.557697,0.117706,3.278856,0.662522,3.748261,1.106791
2081,Sri Lanka,1999,0.224231,0.558438,0.11948,3.28742,0.664052,3.693832,1.110919
2082,Sri Lanka,2000,0.224986,0.559191,0.121112,3.295109,0.665437,3.650832,1.112231
2083,Sri Lanka,2001,0.225708,0.560198,0.122498,3.303534,0.666367,3.620192,1.109213
2084,Sri Lanka,2002,0.226651,0.561565,0.124201,3.313774,0.667462,3.591254,1.1022
2085,Sri Lanka,2003,0.227674,0.563049,0.125491,3.324408,0.668915,3.568743,1.092969
2086,Sri Lanka,2004,0.228609,0.564362,0.127251,3.333993,0.670294,3.547071,1.083058
2087,Sri Lanka,2005,0.229266,0.56514,0.128657,3.340156,0.669837,3.530024,1.074248
2088,Sri Lanka,2006,0.22976,0.565502,0.130167,3.343778,0.668992,3.513484,1.065066
2089,Sri Lanka,2007,0.230315,0.565825,0.132116,3.347457,0.667923,3.499119,1.053477
2090,Sri Lanka,2008,0.230904,0.566129,0.134149,3.351073,0.666132,3.485303,1.040652
2091,Sri Lanka,2009,0.231506,0.566423,0.13639,3.354323,0.664592,3.475191,1.027872
2092,Sri Lanka,2010,0.232103,0.566733,0.138608,3.356974,0.663689,3.466103,1.016419
2093,Sri Lanka,2011,0.232732,0.567048,0.141359,3.359212,0.663985,3.461686,1.006076
2094,Sri Lanka,2012,0.233449,0.567368,0.143861,3.361395,0.6636,3.456717,0.995942
2095,Sri Lanka,2013,0.234254,0.56771,0.146334,3.363413,0.664112,3.45255,0.986185
2096,Sri Lanka,2014,0.235121,0.568039,0.14954,3.365168,0.663702,3.449242,0.976719
2097,Sri Lanka,2015,0.236051,0.568386,0.152628,3.366906,0.664022,3.446117,0.967582
2098,Sri Lanka,2016,0.237027,0.568732,0.155748,3.368449,0.664479,3.444301,0.958813
2101,Suriname,1991,0.183365,0.860392,0.256524,4.501537,0.659757,3.683105,1.676253
2102,Suriname,1992,0.1833,0.860674,0.254419,4.502971,0.666111,3.715075,1.686619
2103,Suriname,1993,0.183254,0.860967,0.253377,4.504647,0.671613,3.742323,1.695757
2104,Suriname,1994,0.183226,0.861244,0.252379,4.506368,0.676064,3.766254,1.702899
2105,Suriname,1995,0.183223,0.861464,0.251983,4.507726,0.678752,3.786442,1.707357
2106,Suriname,1996,0.183195,0.861499,0.252464,4.508139,0.680553,3.803386,1.710913
2107,Suriname,1997,0.183145,0.861453,0.253338,4.508316,0.683354,3.816166,1.715564
2108,Suriname,1998,0.183085,0.861349,0.253442,4.508169,0.685709,3.830069,1.720459
2109,Suriname,1999,0.183047,0.861285,0.254513,4.508127,0.686892,3.842142,1.724891
2110,Suriname,2000,0.183051,0.86132,0.255846,4.508512,0.688829,3.856546,1.728013
2111,Suriname,2001,0.183106,0.861426,0.257208,4.509188,0.689376,3.870721,1.731277
2112,Suriname,2002,0.183207,0.86158,0.258993,4.51012,0.690233,3.889723,1.736119
2113,Suriname,2003,0.183336,0.861779,0.261431,4.511292,0.691978,3.90827,1.741542
2114,Suriname,2004,0.18349,0.862067,0.264648,4.513036,0.692351,3.927429,1.746651
2115,Suriname,2005,0.183651,0.862445,0.267531,4.515601,0.693088,3.944593,1.75035
2116,Suriname,2006,0.18391,0.862952,0.270606,4.519161,0.692636,3.962471,1.754267
2117,Suriname,2007,0.184317,0.863625,0.274969,4.523746,0.689158,3.981307,1.759897
2118,Suriname,2008,0.184766,0.864316,0.279361,4.528493,0.686334,4.003285,1.76562
2119,Suriname,2009,0.185172,0.864967,0.283805,4.533075,0.683757,4.019964,1.770043
2120,Suriname,2010,0.185436,0.86546,0.287534,4.536963,0.681531,4.027658,1.771608
2121,Suriname,2011,0.185616,0.865887,0.290762,4.54052,0.682244,4.029737,1.771161
2122,Suriname,2012,0.18582,0.866393,0.293688,4.544447,0.684119,4.028037,1.770513
2123,Suriname,2013,0.186042,0.866956,0.297263,4.548572,0.68571,4.024939,1.769609
2124,Suriname,2014,0.18628,0.8676,0.300467,4.553196,0.689086,4.014569,1.768336
2125,Suriname,2015,0.186524,0.868296,0.303178,4.558144,0.691755,4.00594,1.766553
2126,Suriname,2016,0.186762,0.868995,0.305583,4.563082,0.69657,3.991231,1.76417
2129,Sweden,1991,0.281884,1.059531,0.475117,5.317656,0.531347,4.68566,1.913882
2130,Sweden,1992,0.282081,1.060146,0.47531,5.320485,0.526252,4.67832,1.979952
2131,Sweden,1993,0.282216,1.060701,0.475543,5.322933,0.523011,4.668545,2.024107
2132,Sweden,1994,0.282281,1.061166,0.476305,5.324974,0.522339,4.661501,2.049173
2133,Sweden,1995,0.282279,1.061519,0.477199,5.326463,0.523718,4.65194,2.057752
2134,Sweden,1996,0.282134,1.061636,0.480608,5.326811,0.529382,4.637968,2.021313
2135,Sweden,1997,0.281871,1.061602,0.487225,5.326556,0.540505,4.616927,1.93236
2136,Sweden,1998,0.28155,1.06148,0.495772,5.325786,0.552651,4.594406,1.824678
2137,Sweden,1999,0.281245,1.061351,0.503802,5.324956,0.565431,4.57244,1.732275
2138,Sweden,2000,0.281054,1.06138,0.509672,5.324796,0.57525,4.560509,1.689706
2139,Sweden,2001,0.280903,1.061578,0.513224,5.324911,0.58719,4.555148,1.684808
2140,Sweden,2002,0.280762,1.06203,0.516315,5.325601,0.602489,4.552223,1.683102
2141,Sweden,2003,0.280627,1.062509,0.519966,5.326196,0.617815,4.551847,1.684414
2142,Sweden,2004,0.280503,1.062891,0.523016,5.326561,0.628932,4.553656,1.688376
2143,Sweden,2005,0.280393,1.063027,0.525851,5.326294,0.63371,4.552112,1.694843
2144,Sweden,2006,0.280201,1.062706,0.529142,5.324279,0.632747,4.553118,1.716299
2145,Sweden,2007,0.279868,1.061957,0.532454,5.320122,0.62928,4.55514,1.75626
2146,Sweden,2008,0.279461,1.061045,0.536001,5.31508,0.625214,4.556682,1.8017
2147,Sweden,2009,0.279036,1.060232,0.539912,5.310518,0.622104,4.557249,1.83905
2148,Sweden,2010,0.278647,1.059713,0.543179,5.307457,0.622179,4.554698,1.855075
2149,Sweden,2011,0.278128,1.059432,0.546754,5.305528,0.626063,4.548765,1.850604
2150,Sweden,2012,0.277314,1.059135,0.55088,5.303474,0.634301,4.541678,1.835134
2151,Sweden,2013,0.276273,1.058865,0.555076,5.301412,0.647249,4.533727,1.808595
2152,Sweden,2014,0.275014,1.058557,0.559841,5.299064,0.663567,4.524133,1.770598
2153,Sweden,2015,0.2736,1.058289,0.564692,5.297058,0.683427,4.513444,1.721177
2154,Sweden,2016,0.272043,1.058056,0.569377,5.295184,0.706037,4.50042,1.659861
2157,Switzerland,1991,0.261805,0.953019,0.526078,5.327033,1.226288,4.198965,1.411172
2158,Switzerland,1992,0.261908,0.953364,0.529025,5.329123,1.224909,4.198944,1.427524
2159,Switzerland,1993,0.261937,0.953647,0.531215,5.330966,1.22256,4.194566,1.440538
2160,Switzerland,1994,0.261912,0.953921,0.533761,5.332857,1.218606,4.189098,1.449243
2161,Switzerland,1995,0.261835,0.954152,0.535762,5.334686,1.2149,4.182453,1.452597
2162,Switzerland,1996,0.261562,0.954115,0.538313,5.334947,1.21603,4.166359,1.451969
2163,Switzerland,1997,0.261056,0.953767,0.541911,5.333543,1.222151,4.139134,1.449761
2164,Switzerland,1998,0.260462,0.953269,0.544442,5.331282,1.230667,4.103192,1.446592
2165,Switzerland,1999,0.259946,0.952876,0.547168,5.329464,1.237617,4.068594,1.443233
2166,Switzerland,2000,0.259671,0.952817,0.548959,5.329377,1.235737,4.037036,1.440519
2167,Switzerland,2001,0.259731,0.952859,0.550014,5.333566,1.226598,4.010965,1.438858
2168,Switzerland,2002,0.260034,0.952766,0.549687,5.342342,1.211408,3.982328,1.437574
2169,Switzerland,2003,0.260427,0.95257,0.551173,5.35221,1.195469,3.957172,1.436158
2170,Switzerland,2004,0.260781,0.952414,0.552337,5.360327,1.176546,3.931354,1.433958
2171,Switzerland,2005,0.260955,0.952402,0.552386,5.363574,1.157389,3.904418,1.430229
2172,Switzerland,2006,0.260982,0.952383,0.553715,5.362595,1.134137,3.879094,1.42292
2173,Switzerland,2007,0.261012,0.952273,0.557832,5.361002,1.102168,3.852081,1.41197
2174,Switzerland,2008,0.261048,0.952114,0.561656,5.359066,1.069256,3.826025,1.40029
2175,Switzerland,2009,0.261083,0.951921,0.564658,5.356936,1.041678,3.802627,1.390568
2176,Switzerland,2010,0.261131,0.95181,0.56666,5.355085,1.027705,3.784536,1.385584
2177,Switzerland,2011,0.261199,0.951758,0.567972,5.353578,1.021057,3.769659,1.383849
2178,Switzerland,2012,0.261315,0.951859,0.569469,5.353,1.015777,3.755501,1.382011
2179,Switzerland,2013,0.261477,0.952091,0.570145,5.35321,1.011389,3.743814,1.38039
2180,Switzerland,2014,0.261684,0.952453,0.571511,5.354199,1.008266,3.731711,1.3792
2181,Switzerland,2015,0.26192,0.952894,0.572819,5.355516,1.00538,3.721917,1.378581
2182,Switzerland,2016,0.262198,0.953442,0.573503,5.357419,1.00519,3.714226,1.378729
2185,Thailand,1991,0.21589,0.530608,0.124876,3.250578,0.753249,2.994226,0.830684
2186,Thailand,1992,0.217011,0.531299,0.128137,3.253267,0.757215,3.005804,0.84454
2187,Thailand,1993,0.218082,0.531985,0.130918,3.256435,0.762431,3.019329,0.858151
2188,Thailand,1994,0.21905,0.532633,0.133336,3.259934,0.768406,3.033093,0.871374
