,Country,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%)
1,Albania,1991,0.193393,0.695294,0.129102,3.330348,0.495687,2.141201,1.708135
2,Albania,1992,0.193405,0.695603,0.127063,3.333438,0.495337,2.143395,1.706053
3,Albania,1993,0.193438,0.695922,0.126019,3.336688,0.494085,2.145263,1.703585
4,Albania,1994,0.193491,0.696255,0.125402,3.340089,0.49263,2.15007,1.701142
5,Albania,1995,0.193559,0.696593,0.12532,3.343588,0.492058,2.154413,1.69912
6,Albania,1996,0.193675,0.696925,0.126148,3.346907,0.491589,2.16132,1.693187
7,Albania,1997,0.193865,0.697281,0.127301,3.350161,0.491548,2.170218,1.68162
8,Albania,1998,0.194094,0.6976,0.128839,3.353242,0.49229,2.17953,1.668865
9,Albania,1999,0.194328,0.697972,0.130729,3.35638,0.492855,2.188802,1.658553
10,Albania,2000,0.194541,0.698437,0.132704,3.360267,0.492401,2.195285,1.654338
11,Albania,2001,0.194812,0.698912,0.134932,3.364824,0.492592,2.201979,1.65904
12,Albania,2002,0.195214,0.699501,0.137541,3.37078,0.493751,2.208921,1.670158
13,Albania,2003,0.195677,0.700114,0.140335,3.376952,0.494039,2.216283,1.685102
14,Albania,2004,0.196139,0.700683,0.143047,3.382199,0.495812,2.222116,1.701433
15,Albania,2005,0.196538,0.701136,0.145738,3.385416,0.497503,2.223407,1.716585
16,Albania,2006,0.197004,0.701533,0.148561,3.38721,0.497997,2.222417,1.737167
17,Albania,2007,0.197636,0.701983,0.1517,3.388914,0.497442,2.217203,1.766903
18,Albania,2008,0.198306,0.7024,0.154945,3.390168,0.497332,2.210642,1.79855
19,Albania,2009,0.198905,0.702783,0.157738,3.391018,0.498324,2.206033,1.824955
20,Albania,2010,0.199308,0.703064,0.160337,3.391246,0.50027,2.203342,1.838566
21,Albania,2011,0.199588,0.703313,0.16242,3.391181,0.502703,2.202291,1.843256
22,Albania,2012,0.199863,0.703539,0.165446,3.390807,0.505621,2.202192,1.847375
23,Albania,2013,0.200134,0.70376,0.167105,3.390195,0.508049,2.203098,1.850358
24,Albania,2014,0.200392,0.70397,0.16941,3.389319,0.510089,2.203684,1.851517
25,Albania,2015,0.20063,0.704161,0.171095,3.388212,0.513158,2.204454,1.850252
26,Albania,2016,0.200845,0.704335,0.172627,3.386891,0.515036,2.206507,1.845972
29,Argentina,1991,0.194184,0.756386,0.326904,6.174471,0.920323,3.579068,2.02204
30,Argentina,1992,0.194034,0.757139,0.330504,6.182707,0.921296,3.588855,2.116047
31,Argentina,1993,0.193973,0.757909,0.334286,6.190356,0.92162,3.597366,2.193307
32,Argentina,1994,0.194004,0.758686,0.338418,6.197271,0.921581,3.606913,2.246206
33,Argentina,1995,0.194123,0.759434,0.342052,6.203265,0.921008,3.615924,2.266897
34,Argentina,1996,0.194417,0.760237,0.347589,6.207523,0.918835,3.62656,2.268023
35,Argentina,1997,0.194903,0.761185,0.353055,6.210284,0.914714,3.636296,2.267957
36,Argentina,1998,0.195463,0.762185,0.358989,6.212472,0.909856,3.643306,2.267221
37,Argentina,1999,0.195965,0.763106,0.363814,6.214769,0.906565,3.652057,2.266152
38,Argentina,2000,0.196289,0.763877,0.36584,6.218309,0.904738,3.657305,2.265181
39,Argentina,2001,0.196427,0.764885,0.365304,6.225155,0.908681,3.658839,2.264304
40,Argentina,2002,0.196497,0.766416,0.364991,6.235853,0.915157,3.658971,2.262875
41,Argentina,2003,0.196518,0.768016,0.363373,6.247079,0.923671,3.658181,2.259731
42,Argentina,2004,0.196537,0.769343,0.362547,6.256249,0.932659,3.657002,2.254094
43,Argentina,2005,0.196588,0.770011,0.362843,6.260736,0.937196,3.655549,2.244914
44,Argentina,2006,0.196713,0.770185,0.364132,6.261819,0.941133,3.653175,2.196387
45,Argentina,2007,0.19693,0.770414,0.367761,6.263549,0.944449,3.651586,2.096837
46,Argentina,2008,0.19718,0.770661,0.372471,6.265572,0.94799,3.649862,1.980933
47,Argentina,2009,0.1974,0.770877,0.378055,6.267259,0.950796,3.64756,1.883428
48,Argentina,2010,0.197541,0.771084,0.381185,6.268718,0.955035,3.64793,1.839168
49,Argentina,2011,0.197617,0.771251,0.384078,6.269782,0.958496,3.647499,1.833472
50,Argentina,2012,0.197711,0.771522,0.388199,6.271653,0.964145,3.648385,1.828883
51,Argentina,2013,0.197801,0.771821,0.390826,6.273679,0.971257,3.651044,1.825346
52,Argentina,2014,0.197892,0.772175,0.394867,6.27602,0.979329,3.654178,1.82308
53,Argentina,2015,0.197978,0.772568,0.397998,6.278538,0.987998,3.657683,1.822172
54,Argentina,2016,0.198042,0.772948,0.401108,6.280932,0.999099,3.661312,1.822573
57,Armenia,1991,0.192024,0.711948,0.137635,2.579414,0.455813,2.631101,2.164656
58,Armenia,1992,0.191616,0.712173,0.134424,2.580417,0.454342,2.622601,2.16894
59,Armenia,1993,0.191241,0.712405,0.131542,2.581867,0.453152,2.615707,2.169178
60,Armenia,1994,0.190915,0.712613,0.128973,2.583422,0.451527,2.612934,2.166415
61,Armenia,1995,0.190653,0.712771,0.126777,2.584615,0.450765,2.612533,2.16216
62,Armenia,1996,0.19036,0.712862,0.125119,2.585251,0.449459,2.616297,2.152968
63,Armenia,1997,0.189986,0.712904,0.12365,2.585368,0.448669,2.622335,2.136961
64,Armenia,1998,0.189626,0.712963,0.122542,2.585498,0.44713,2.630749,2.116879
65,Armenia,1999,0.189367,0.713055,0.121564,2.585712,0.445516,2.642468,2.095883
66,Armenia,2000,0.189303,0.713227,0.121398,2.586238,0.445076,2.650069,2.07705
67,Armenia,2001,0.189543,0.713487,0.122517,2.587215,0.446004,2.65792,2.051013
68,Armenia,2002,0.190061,0.71383,0.124967,2.588446,0.449122,2.66634,2.013221
69,Armenia,2003,0.190729,0.714248,0.12843,2.590006,0.452977,2.677003,1.973232
70,Armenia,2004,0.191403,0.714622,0.131622,2.591216,0.456119,2.685217,1.941172
71,Armenia,2005,0.19195,0.714894,0.135408,2.591655,0.458584,2.692555,1.926991
72,Armenia,2006,0.192447,0.715053,0.139445,2.591272,0.461324,2.698772,1.932295
73,Armenia,2007,0.193018,0.715133,0.143598,2.590272,0.46485,2.703805,1.947668
74,Armenia,2008,0.193609,0.715228,0.148043,2.589342,0.468274,2.707865,1.966586
75,Armenia,2009,0.194143,0.715319,0.152224,2.588416,0.473199,2.71182,1.982901
76,Armenia,2010,0.194563,0.715466,0.155273,2.587831,0.476499,2.714179,1.990295
77,Armenia,2011,0.194915,0.715654,0.15735,2.587683,0.479967,2.718093,1.990836
78,Armenia,2012,0.195292,0.71587,0.159679,2.587737,0.484004,2.72184,1.990613
79,Armenia,2013,0.19569,0.716129,0.162291,2.588201,0.488026,2.726631,1.989049
80,Armenia,2014,0.196101,0.716426,0.163623,2.588934,0.491349,2.734193,1.985974
81,Armenia,2015,0.196525,0.716774,0.164968,2.589917,0.496236,2.740289,1.981193
82,Armenia,2016,0.196949,0.717166,0.166348,2.591219,0.499895,2.747315,1.974356
85,Australia,1991,0.361196,1.132647,0.704109,6.519968,2.185893,4.671933,1.392997
86,Australia,1992,0.361893,1.135936,0.708001,6.513663,2.23508,4.715412,1.430158
87,Australia,1993,0.362524,1.13879,0.713708,6.505452,2.275939,4.754454,1.462686
88,Australia,1994,0.363001,1.140927,0.719508,6.494057,2.308155,4.783948,1.488673
89,Australia,1995,0.363259,1.142137,0.725294,6.478469,2.328898,4.804053,1.50631
90,Australia,1996,0.363435,1.142788,0.733481,6.45638,2.343328,4.810794,1.519423
91,Australia,1997,0.363709,1.14348,0.746092,6.43059,2.359424,4.810776,1.532104
92,Australia,1998,0.36403,1.144141,0.761552,6.406342,2.375714,4.801317,1.543012
93,Australia,1999,0.364343,1.144737,0.777322,6.389211,2.386831,4.796896,1.550707
94,Australia,2000,0.364609,1.145253,0.791918,6.384728,2.388356,4.803224,1.553826
95,Australia,2001,0.364995,1.145961,0.808347,6.417576,2.360694,4.823557,1.543209
96,Australia,2002,0.365602,1.147003,0.828231,6.49112,2.297017,4.854392,1.517321
97,Australia,2003,0.366274,1.148158,0.850376,6.578489,2.215742,4.892317,1.486347
98,Australia,2004,0.366824,1.149127,0.87044,6.652206,2.137957,4.920486,1.460324
99,Australia,2005,0.367078,1.149604,0.884259,6.684743,2.08648,4.929038,1.449451
100,Australia,2006,0.366969,1.1497,0.896383,6.681046,2.05673,4.923528,1.453958
101,Australia,2007,0.366635,1.149731,0.90658,6.6679,2.027429,4.906827,1.464827
102,Australia,2008,0.366204,1.149689,0.915572,6.650491,2.003808,4.882334,1.478267
103,Australia,2009,0.365813,1.149596,0.923455,6.63435,1.991759,4.857927,1.490525
104,Australia,2010,0.365598,1.149425,0.928043,6.624617,1.993151,4.83422,1.497867
105,Australia,2011,0.365464,1.149079,0.931935,6.619503,2.007703,4.813622,1.501284
106,Australia,2012,0.365245,1.148473,0.93576,6.614107,2.032422,4.79008,1.504314
107,Australia,2013,0.364942,1.147593,0.939176,6.608198,2.068835,4.759686,1.506864
108,Australia,2014,0.364577,1.146475,0.941661,6.602041,2.114377,4.731142,1.508926
109,Australia,2015,0.364163,1.14513,0.943206,6.595691,2.170634,4.696774,1.510434
110,Australia,2016,0.363743,1.143669,0.943991,6.589757,2.237198,4.659817,1.511465
113,Austria,1991,0.255935,0.945485,0.544497,5.356666,0.792971,3.615811,1.71456
114,Austria,1992,0.25609,0.945641,0.551231,5.356393,0.79698,3.622927,1.721153
115,Austria,1993,0.256216,0.945819,0.55808,5.356464,0.800853,3.627022,1.729197
116,Austria,1994,0.256308,0.94599,0.564511,5.35649,0.803948,3.627884,1.738368
117,Austria,1995,0.256363,0.946142,0.571197,5.356551,0.808692,3.624869,1.748054
118,Austria,1996,0.256397,0.946397,0.57868,5.357533,0.815625,3.612334,1.768456
119,Austria,1997,0.256411,0.946717,0.586003,5.358962,0.822941,3.581562,1.803538
120,Austria,1998,0.256415,0.947071,0.594088,5.360613,0.831917,3.544212,1.843518
121,Austria,1999,0.256412,0.94735,0.600741,5.361666,0.839702,3.505552,1.878918
122,Austria,2000,0.256413,0.947524,0.608221,5.362011,0.846521,3.473469,1.899831
123,Austria,2001,0.256435,0.946855,0.614003,5.361798,0.852695,3.448805,1.909184
124,Austria,2002,0.256481,0.945072,0.620672,5.360812,0.858791,3.425174,1.917046
125,Austria,2003,0.256543,0.942933,0.62644,5.359733,0.865535,3.402713,1.923677
126,Austria,2004,0.256582,0.941062,0.633218,5.358172,0.872562,3.380487,1.929279
127,Austria,2005,0.256589,0.940236,0.638828,5.356742,0.878865,3.361613,1.934075
128,Austria,2006,0.256528,0.940137,0.644815,5.355539,0.886143,3.344704,1.939117
129,Austria,2007,0.25644,0.94009,0.65167,5.35486,0.895082,3.327938,1.945237
130,Austria,2008,0.256326,0.94,0.658034,5.354,0.903646,3.311979,1.950768
131,Austria,2009,0.256239,0.939939,0.664675,5.353178,0.910743,3.298894,1.954449
132,Austria,2010,0.256201,0.939911,0.667758,5.352376,0.913643,3.290207,1.954838
133,Austria,2011,0.256221,0.939936,0.669635,5.35176,0.913811,3.284905,1.950263
134,Austria,2012,0.256269,0.93993,0.671955,5.350918,0.914498,3.278564,1.940299
135,Austria,2013,0.256354,0.939909,0.672787,5.34969,0.914287,3.273578,1.925424
136,Austria,2014,0.256479,0.939861,0.673911,5.347641,0.912597,3.26746,1.906362
137,Austria,2015,0.256627,0.939758,0.67485,5.344587,0.910998,3.264032,1.883372
138,Austria,2016,0.256783,0.939716,0.674727,5.342175,0.907326,3.262611,1.855808
141,Azerbaijan,1991,0.192337,0.682387,0.16477,2.575704,0.443859,2.581908,2.140919
142,Azerbaijan,1992,0.191897,0.682363,0.161778,2.573781,0.44198,2.566726,2.160472
143,Azerbaijan,1993,0.191444,0.682359,0.158797,2.572494,0.44018,2.553306,2.175183
144,Azerbaijan,1994,0.190983,0.682342,0.15598,2.571661,0.439185,2.545511,2.184191
145,Azerbaijan,1995,0.190534,0.682325,0.152879,2.571091,0.438033,2.5412,2.187244
146,Azerbaijan,1996,0.189924,0.682288,0.148564,2.570821,0.43761,2.540409,2.182981
147,Azerbaijan,1997,0.189108,0.682277,0.143559,2.57106,0.436831,2.541498,2.172171
148,Azerbaijan,1998,0.18828,0.68227,0.139134,2.571341,0.436295,2.543924,2.159798
149,Azerbaijan,1999,0.187637,0.682269,0.135437,2.571458,0.436232,2.545394,2.149846
150,Azerbaijan,2000,0.187375,0.682264,0.133899,2.570581,0.437202,2.545851,2.147462
151,Azerbaijan,2001,0.187478,0.682263,0.134552,2.568665,0.437585,2.546409,2.149821
152,Azerbaijan,2002,0.187765,0.682287,0.136013,2.566149,0.438259,2.548137,2.151784
153,Azerbaijan,2003,0.188185,0.682352,0.138108,2.56365,0.439257,2.548794,2.155136
154,Azerbaijan,2004,0.188692,0.682499,0.14079,2.561751,0.441645,2.551683,2.1614
155,Azerbaijan,2005,0.189234,0.682733,0.143557,2.560696,0.442975,2.553699,2.172453
156,Azerbaijan,2006,0.190111,0.683228,0.149225,2.561173,0.445828,2.55103,2.194162
157,Azerbaijan,2007,0.191468,0.68406,0.157216,2.563236,0.450855,2.54879,2.226008
158,Azerbaijan,2008,0.193018,0.68503,0.167477,2.566022,0.455956,2.545706,2.260461
159,Azerbaijan,2009,0.194475,0.685974,0.176675,2.568878,0.461672,2.544036,2.289489
160,Azerbaijan,2010,0.195532,0.686651,0.183138,2.57072,0.465737,2.542412,2.305255
161,Azerbaijan,2011,0.196291,0.687136,0.187696,2.572031,0.469027,2.547138,2.311377
162,Azerbaijan,2012,0.197038,0.68763,0.191979,2.573603,0.471842,2.551568,2.316501
163,Azerbaijan,2013,0.197754,0.68812,0.19577,2.57541,0.475547,2.557899,2.31999
164,Azerbaijan,2014,0.198426,0.688604,0.199312,2.577454,0.478853,2.562571,2.321124
165,Azerbaijan,2015,0.199034,0.689049,0.201758,2.579432,0.481362,2.571226,2.319493
166,Azerbaijan,2016,0.199563,0.689448,0.203629,2.581278,0.484388,2.580951,2.314679
169,Bahamas,1991,0.204031,0.885388,0.350911,4.639648,0.772983,2.661289,1.987932
170,Bahamas,1992,0.203961,0.885373,0.348643,4.639853,0.776488,2.654603,2.002963
171,Bahamas,1993,0.203922,0.885437,0.347148,4.64071,0.779464,2.64867,2.015914
172,Bahamas,1994,0.203914,0.885565,0.34634,4.64196,0.781499,2.64472,2.026203
173,Bahamas,1995,0.203938,0.885757,0.346581,4.643463,0.782749,2.640955,2.03326
174,Bahamas,1996,0.204026,0.886038,0.34711,4.644735,0.785496,2.639198,2.038248
175,Bahamas,1997,0.204187,0.886428,0.35014,4.645636,0.789905,2.63828,2.043005
176,Bahamas,1998,0.20437,0.886835,0.353591,4.646358,0.795438,2.638112,2.047452
177,Bahamas,1999,0.204544,0.887243,0.357435,4.647351,0.800098,2.636664,2.051809
178,Bahamas,2000,0.20465,0.887517,0.359828,4.648602,0.802808,2.63592,2.055898
179,Bahamas,2001,0.204736,0.887679,0.362209,4.650028,0.803848,2.636875,2.063129
180,Bahamas,2002,0.204854,0.887772,0.364553,4.651022,0.805686,2.636767,2.074778
181,Bahamas,2003,0.204982,0.887843,0.367413,4.651665,0.809401,2.636668,2.087632
182,Bahamas,2004,0.205094,0.88791,0.369123,4.651929,0.811359,2.637128,2.098304
183,Bahamas,2005,0.205162,0.888015,0.370302,4.652229,0.812831,2.636095,2.10323
184,Bahamas,2006,0.205192,0.8882,0.369913,4.652883,0.812059,2.631654,2.102258
185,Bahamas,2007,0.205218,0.888496,0.370166,4.654079,0.810028,2.624197,2.098828
186,Bahamas,2008,0.205231,0.888828,0.369795,4.655485,0.807092,2.615308,2.094493
187,Bahamas,2009,0.205218,0.88909,0.368812,4.65639,0.804518,2.609606,2.090843
188,Bahamas,2010,0.205174,0.889219,0.368687,4.656573,0.804669,2.605428,2.089381
189,Bahamas,2011,0.205082,0.889239,0.368078,4.65624,0.805059,2.60617,2.089806
190,Bahamas,2012,0.204943,0.889261,0.367034,4.655926,0.805646,2.607301,2.090928
191,Bahamas,2013,0.204763,0.889298,0.366324,4.655689,0.806484,2.609438,2.092818
192,Bahamas,2014,0.204541,0.889332,0.365166,4.655386,0.808271,2.610829,2.095492
193,Bahamas,2015,0.204284,0.889381,0.364253,4.655273,0.811445,2.614571,2.098918
194,Bahamas,2016,0.203992,0.889416,0.363759,4.655191,0.813804,2.620387,2.103189
197,Bahrain,1991,0.203062,0.830827,0.240481,4.67937,1.649003,4.247715,0.739764
198,Bahrain,1992,0.20315,0.831202,0.241912,4.688507,1.66696,4.26987,0.7399
199,Bahrain,1993,0.203241,0.831619,0.24271,4.69811,1.681962,4.289939,0.739829
200,Bahrain,1994,0.203332,0.831983,0.244001,4.705351,1.695312,4.304652,0.739903
201,Bahrain,1995,0.203423,0.832222,0.245181,4.708252,1.708408,4.309345,0.740326
202,Bahrain,1996,0.203547,0.832362,0.24657,4.70797,1.720907,4.313305,0.740755
203,Bahrain,1997,0.203744,0.83257,0.247796,4.709796,1.730557,4.313701,0.740708
204,Bahrain,1998,0.203986,0.832886,0.248878,4.712324,1.737097,4.313476,0.740434
205,Bahrain,1999,0.204219,0.833196,0.250954,4.713401,1.742179,4.312985,0.740016
206,Bahrain,2000,0.204411,0.833553,0.253354,4.71303,1.748035,4.307965,0.739407
207,Bahrain,2001,0.204626,0.834107,0.255407,4.713225,1.738891,4.299122,0.737993
208,Bahrain,2002,0.204957,0.834652,0.25807,4.712533,1.711341,4.279972,0.736535
209,Bahrain,2003,0.20534,0.83495,0.258832,4.706207,1.682218,4.251721,0.73564
210,Bahrain,2004,0.205707,0.834907,0.258123,4.692368,1.663012,4.216324,0.735749
211,Bahrain,2005,0.205963,0.8348,0.258235,4.677861,1.660062,4.181287,0.736186
212,Bahrain,2006,0.206112,0.834839,0.25812,4.667805,1.671975,4.144456,0.73677
213,Bahrain,2007,0.206249,0.835062,0.25941,4.661296,1.683856,4.101758,0.738238
214,Bahrain,2008,0.206382,0.835198,0.25958,4.653424,1.700469,4.056973,0.740531
215,Bahrain,2009,0.206511,0.835156,0.259762,4.64251,1.718016,4.014388,0.743088
216,Bahrain,2010,0.206614,0.835065,0.26004,4.632369,1.730999,3.979913,0.744554
217,Bahrain,2011,0.206676,0.835196,0.261234,4.631856,1.730687,3.957653,0.743792
218,Bahrain,2012,0.206714,0.835608,0.264034,4.640107,1.725173,3.940631,0.741081
219,Bahrain,2013,0.206761,0.835912,0.265784,4.646955,1.720106,3.922651,0.73805
220,Bahrain,2014,0.206818,0.836124,0.267339,4.651549,1.716409,3.906875,0.734987
221,Bahrain,2015,0.206882,0.83618,0.268745,4.652923,1.715204,3.892511,0.732159
222,Bahrain,2016,0.206936,0.836444,0.271042,4.66075,1.707047,3.882434,0.728528
225,Barbados,1991,0.229054,0.916398,0.306424,4.663295,0.817678,2.727778,1.532804
226,Barbados,1992,0.229223,0.916694,0.306784,4.664383,0.81818,2.720224,1.539493
227,Barbados,1993,0.229383,0.916997,0.307334,4.665583,0.820867,2.715281,1.545752
228,Barbados,1994,0.229522,0.917271,0.307948,4.666601,0.821663,2.711842,1.551279
229,Barbados,1995,0.22963,0.917495,0.309039,4.667211,0.82173,2.70989,1.55579
230,Barbados,1996,0.229716,0.917611,0.310592,4.66649,0.823112,2.708397,1.560623
231,Barbados,1997,0.229805,0.917678,0.312656,4.664649,0.827871,2.709218,1.56657
232,Barbados,1998,0.229882,0.917703,0.316072,4.66237,0.833322,2.708849,1.572401
233,Barbados,1999,0.229948,0.917746,0.31848,4.660582,0.837112,2.709776,1.577025
234,Barbados,2000,0.229995,0.91784,0.319899,4.660092,0.840348,2.71081,1.57927
235,Barbados,2001,0.230022,0.918029,0.321025,4.660905,0.844182,2.712217,1.57895
236,Barbados,2002,0.230032,0.918272,0.321796,4.662002,0.850211,2.716531,1.577273
237,Barbados,2003,0.23004,0.918538,0.322341,4.663203,0.856159,2.720469,1.57524
238,Barbados,2004,0.230062,0.918818,0.322623,4.664508,0.860755,2.724301,1.573837
239,Barbados,2005,0.230088,0.91899,0.323495,4.665389,0.863485,2.72731,1.573832
240,Barbados,2006,0.230168,0.919129,0.323677,4.666118,0.861884,2.729436,1.576808
241,Barbados,2007,0.230298,0.919259,0.325042,4.666654,0.859351,2.733735,1.582422
242,Barbados,2008,0.230442,0.919387,0.324985,4.667015,0.853825,2.73648,1.588849
243,Barbados,2009,0.230546,0.91946,0.325521,4.666928,0.851133,2.740063,1.594169
244,Barbados,2010,0.230576,0.919504,0.326282,4.666546,0.848332,2.743231,1.596516
245,Barbados,2011,0.230531,0.919525,0.325952,4.665952,0.846158,2.7453,1.596336
246,Barbados,2012,0.230445,0.919566,0.325234,4.665345,0.844594,2.746834,1.5954
247,Barbados,2013,0.230321,0.919632,0.32495,4.664815,0.844062,2.749714,1.593676
248,Barbados,2014,0.230152,0.919698,0.324072,4.66425,0.842887,2.752656,1.591075
249,Barbados,2015,0.229942,0.919786,0.323164,4.663841,0.842039,2.756602,1.587563
250,Barbados,2016,0.229685,0.919868,0.321753,4.663418,0.841682,2.759747,1.583089
253,Belarus,1991,0.191159,0.693487,0.17205,2.92776,0.719836,4.023467,4.889664
254,Belarus,1992,0.19101,0.693393,0.169549,2.927731,0.721867,4.044808,4.977548
255,Belarus,1993,0.190855,0.693328,0.167731,2.927573,0.724962,4.065183,5.054909
256,Belarus,1994,0.190705,0.693289,0.165887,2.927205,0.728573,4.085458,5.117567
257,Belarus,1995,0.190561,0.693234,0.164067,2.926529,0.731394,4.103569,5.161239
258,Belarus,1996,0.190335,0.693205,0.162738,2.925234,0.736539,4.117817,5.195849
259,Belarus,1997,0.189994,0.693224,0.161153,2.923284,0.741255,4.138396,5.231324
260,Belarus,1998,0.18964,0.693293,0.160119,2.92139,0.745964,4.158593,5.263432
261,Belarus,1999,0.189372,0.693396,0.159517,2.919994,0.749366,4.17339,5.288012
262,Belarus,2000,0.189298,0.693549,0.159122,2.919701,0.751862,4.181462,5.301741
263,Belarus,2001,0.189482,0.693827,0.159705,2.920977,0.754752,4.183239,5.309297
264,Belarus,2002,0.189863,0.694251,0.161225,2.923522,0.755706,4.184509,5.317841
265,Belarus,2003,0.190361,0.694764,0.164738,2.926797,0.758616,4.183276,5.326972
266,Belarus,2004,0.190899,0.695315,0.167706,2.930139,0.760517,4.180504,5.336839
267,Belarus,2005,0.191378,0.695776,0.170353,2.932726,0.762657,4.17603,5.346677
268,Belarus,2006,0.191936,0.696206,0.174073,2.934948,0.765694,4.166444,5.365402
269,Belarus,2007,0.1927,0.69673,0.178754,2.937463,0.770609,4.150033,5.39758
270,Belarus,2008,0.193534,0.697275,0.183547,2.940125,0.775459,4.129334,5.432642
271,Belarus,2009,0.194306,0.697769,0.18794,2.942467,0.78024,4.107442,5.461357
272,Belarus,2010,0.194892,0.698158,0.19208,2.944119,0.782906,4.093854,5.474668
273,Belarus,2011,0.195331,0.69844,0.195576,2.945178,0.784316,4.082054,5.473536
274,Belarus,2012,0.195775,0.698711,0.19883,2.945942,0.785741,4.069614,5.467508
275,Belarus,2013,0.196204,0.698947,0.201185,2.946482,0.786034,4.059205,5.45542
276,Belarus,2014,0.19661,0.699151,0.204173,2.946829,0.785505,4.048315,5.436959
277,Belarus,2015,0.196995,0.699353,0.207219,2.947074,0.784656,4.038801,5.412366
278,Belarus,2016,0.197347,0.699546,0.209343,2.947224,0.782788,4.030471,5.38101
281,Belgium,1991,0.258625,0.956856,0.515844,5.226843,0.82425,3.627543,1.403034
282,Belgium,1992,0.259006,0.957313,0.520184,5.229158,0.826297,3.628315,1.417717
283,Belgium,1993,0.259312,0.957784,0.524512,5.231608,0.828176,3.62928,1.430756
284,Belgium,1994,0.259537,0.958218,0.528504,5.233893,0.829118,3.633646,1.441613
285,Belgium,1995,0.25966,0.95855,0.531941,5.235607,0.831801,3.637369,1.449455
286,Belgium,1996,0.259665,0.958901,0.535318,5.235715,0.833524,3.651726,1.456045
287,Belgium,1997,0.259599,0.959406,0.539216,5.234289,0.837075,3.678606,1.463345
288,Belgium,1998,0.25952,0.960013,0.544018,5.23266,0.841927,3.715983,1.470558
289,Belgium,1999,0.259457,0.960561,0.54785,5.231493,0.844959,3.751435,1.476885
290,Belgium,2000,0.259447,0.960924,0.551042,5.231671,0.84728,3.786139,1.481386
291,Belgium,2001,0.259525,0.960393,0.555048,5.233195,0.848113,3.820883,1.482057
292,Belgium,2002,0.259641,0.958676,0.559963,5.234509,0.848895,3.859915,1.478824
293,Belgium,2003,0.259752,0.956505,0.564026,5.235412,0.849209,3.90036,1.473649
294,Belgium,2004,0.259837,0.954642,0.568199,5.23589,0.850019,3.935032,1.468771
295,Belgium,2005,0.259857,0.953815,0.571245,5.235736,0.85058,3.968705,1.466283
296,Belgium,2006,0.259574,0.952904,0.573942,5.232268,0.847079,4.000156,1.463475
297,Belgium,2007,0.258939,0.950801,0.576778,5.224673,0.840366,4.033786,1.457719
298,Belgium,2008,0.258193,0.948343,0.579555,5.215843,0.831726,4.067485,1.451158
299,Belgium,2009,0.257573,0.946302,0.580717,5.208498,0.824043,4.091096,1.446052
300,Belgium,2010,0.257307,0.945425,0.583341,5.205143,0.818987,4.101865,1.444568
301,Belgium,2011,0.257318,0.945468,0.586292,5.205096,0.817703,4.104088,1.445937
302,Belgium,2012,0.257358,0.945567,0.589313,5.205432,0.817808,4.106356,1.447709
303,Belgium,2013,0.257434,0.945767,0.592095,5.20626,0.818149,4.110062,1.450025
304,Belgium,2014,0.257537,0.946013,0.5951,5.207286,0.817974,4.110472,1.452881
305,Belgium,2015,0.257675,0.946314,0.598318,5.208646,0.819489,4.110452,1.456476
306,Belgium,2016,0.257856,0.946706,0.600263,5.210451,0.821391,4.109551,1.460782
309,Belize,1991,0.191191,0.871933,0.216008,4.494375,0.811845,2.725553,1.57284
310,Belize,1992,0.191919,0.872827,0.220258,4.499428,0.814605,2.735803,1.60076
311,Belize,1993,0.192536,0.873649,0.223665,4.50422,0.815405,2.745329,1.62603
312,Belize,1994,0.193004,0.874343,0.226725,4.50829,0.816487,2.755676,1.64789
313,Belize,1995,0.193285,0.874859,0.229527,4.511312,0.816991,2.765625,1.665614
314,Belize,1996,0.193422,0.875226,0.231057,4.513596,0.820394,2.775032,1.68071
315,Belize,1997,0.193494,0.875527,0.232375,4.515837,0.829142,2.788032,1.694776
316,Belize,1998,0.193515,0.875764,0.234253,4.518121,0.839065,2.803003,1.707136
317,Belize,1999,0.193515,0.875987,0.23518,4.520586,0.846661,2.814576,1.717437
318,Belize,2000,0.193505,0.876157,0.237203,4.522721,0.850534,2.824197,1.725228
319,Belize,2001,0.19347,0.876338,0.238861,4.524638,0.850903,2.830409,1.731999
320,Belize,2002,0.193396,0.876527,0.240724,4.526373,0.851214,2.839583,1.738945
321,Belize,2003,0.193314,0.876731,0.242778,4.528206,0.853495,2.846317,1.745245
322,Belize,2004,0.193258,0.876948,0.244941,4.530166,0.855786,2.852725,1.750191
323,Belize,2005,0.193252,0.877152,0.246598,4.532171,0.856701,2.855411,1.752975
324,Belize,2006,0.193356,0.877422,0.247661,4.53469,0.85388,2.855552,1.753858
325,Belize,2007,0.193574,0.877848,0.248519,4.538062,0.847446,2.851076,1.754046
326,Belize,2008,0.193839,0.878344,0.250487,4.541753,0.840363,2.84611,1.753954
327,Belize,2009,0.194082,0.878826,0.251375,4.545287,0.834264,2.841534,1.753958
328,Belize,2010,0.194231,0.879194,0.252078,4.54817,0.830888,2.839609,1.754348
329,Belize,2011,0.194311,0.879462,0.253082,4.550472,0.829926,2.837923,1.755635
330,Belize,2012,0.194412,0.879805,0.254422,4.553159,0.829463,2.838261,1.758207
